date,tweet_id,author_id,text,likes,retweets,replies,quotes
2025-08-19,1957900381448728912,1671853693,"@BobErickse50087 @ElonMuskNews47 Hey! 🌟

You’ve just been spotlighted on 𝕏 as a true ELON MUSK suppo",0,0,0,0
2025-08-19,1957900380349886492,1609209367819165698,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900379196440752,813626942578520064,"@rick_wilmoth Thanks for participating on my giveaway 
You’ve been selected on X almong the lucky Me",0,0,0,0
2025-08-19,1957900374679191909,73819889,"@elonmusk Long story short,

You can EASILY engineer an ""ULTRA LIGHT"" @tesla 

Put quadra-copters in",0,0,1,0
2025-08-19,1957900371852157155,1864280459389112321,"Hello great fan. I’m glad you made it to this stage

You have been selected on 𝕏 as my lucky fan.

K",0,0,0,0
2025-08-19,1957900367003595060,1530523533146726403,@elonmusk Maybe Tesla should make something new,4,2,0,0
2025-08-19,1957900365216522462,722221159299858433,"You have been selected on 𝕏 among our lucky winners.

Type """"YES"""" to proceed. 

Signed:
ELON MUSK ★",0,0,0,0
2025-08-19,1957900359038562437,3156877488,Used Tesla leasing offers are available on https://t.co/fvZo7fMxUI https://t.co/NXq5TVPYx8,0,0,0,0
2025-08-19,1957900354554851666,1671853693,"@allenhoerig @ElonMuskNews47 Hey! 🌟

You’ve just been spotlighted on 𝕏 as a true ELON MUSK supporter",0,0,0,0
2025-08-19,1957900353695019467,1864280459389112321,"Hello great fan. I’m glad you made it to this stage

You have been selected on 𝕏 as my lucky fan.

K",0,0,0,0
2025-08-19,1957900352147321150,1883567207369912320,@elonmusk Tesla is a fraud criminal and terrorist organization which has been found involved in high,0,0,0,0
2025-08-19,1957900351253934575,1609209367819165698,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900343792267635,2398137084,Tesla robotaxis are operating and serving customers today. How will Tesla fit into the global market,253,50,15,6
2025-08-19,1957900343733522681,1932384899337531392,@SamanthaBXgirl @Tesla @elonmusk Fuck Church,0,0,0,0
2025-08-19,1957900343725129910,813626942578520064,"@RipantiMarco Thanks for participating on my giveaway 
You’ve been selected on X almong the lucky Me",0,0,0,0
2025-08-19,1957900337395953935,2156574956,"Hello great fan. I’m glad you made it to the stage

You have been selected on 𝕏 as my lucky fan.

Ty",0,0,0,0
2025-08-19,1957900335017783466,722221159299858433,"You have been selected on 𝕏 among our lucky winners.

Type """"YES"""" to proceed. 

Signed:
ELON MUSK ★",0,0,0,0
2025-08-19,1957900330462769502,1609209367819165698,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900320706609436,1348772575841837057,"Hello great fan. I’m glad you made it to the stage

You have been selected on 𝕏 as my lucky fan.

Ty",0,0,0,0
2025-08-19,1957900319230423070,813626942578520064,"@conniec84114457 Thanks for participating on my giveaway 
You’ve been selected on X almong the lucky",0,0,0,0
2025-08-19,1957900318420996376,1864280459389112321,"Hello great fan. I’m glad you made it to this stage

You have been selected on 𝕏 as my lucky fan.

K",0,0,0,0
2025-08-19,1957900317779271839,1678506814336389122,"@elonmusk WHAT UP ELON MUSK, I HOPE YOU HAVE GREAT DAY AND YOUR FAMILY.",2,0,0,0
2025-08-19,1957900316600594510,1671853693,"@LisaBennet74366 @ElonMuskNews47 Hey! 🌟

You’ve just been spotlighted on 𝕏 as a true ELON MUSK suppo",0,0,0,0
2025-08-19,1957900311932334146,1957891621573591040,"Thanks for participating on my giveaway.

You have been selected on 𝕏 among our lucky winners.

Kind",0,0,0,0
2025-08-19,1957900309449314307,1059241873,@Genyosai @Tesla This truly sucks.,1,0,0,0
2025-08-19,1957900309390586069,722221159299858433,"You have been selected on 𝕏 among our lucky winners.

Type """"YES"""" to proceed. 

Signed:
ELON MUSK ★",0,0,0,0
2025-08-19,1957900309151588572,2173697946,"Notification from Elon Musk
I'm pleased to share some exciting news—we're planning a special event t",0,0,0,0
2025-08-19,1957900306743771346,1609209367819165698,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900303061381486,3068828042,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900301429796936,1760820431882203137,I'm putting my money on planes next for Tesla after Optimus https://t.co/HSkMdmhDs9,2,0,1,0
2025-08-19,1957900298657436096,1864280459389112321,"Hello great fan. I’m glad you made it to this stage

You have been selected on 𝕏 as my lucky fan.

K",0,0,0,0
2025-08-19,1957900295016706311,1759608100548476928,@elonmusk Please I 20 to 100 million need money for dairy industry start up please help needed Ameri,3,0,0,0
2025-08-19,1957900294404337985,1852866723562614785,"@BJColem77570727 @elonmusksupatin Thanks for participating on my giveaway 
You’ve been selected on X",0,0,0,0
2025-08-19,1957900293934575821,722221159299858433,"You have been selected on 𝕏 among our lucky winners.

Type """"YES"""" to proceed. 

Signed:
ELON MUSK ★",0,0,0,0
2025-08-19,1957900290532995284,813626942578520064,"@WendyK34996 Thanks for participating on my giveaway 
You’ve been selected on X almong the lucky Meg",0,0,0,0
2025-08-19,1957900288779776081,1348772575841837057,"Hello great fan. I’m glad you made it to the stage

You have been selected on 𝕏 as my lucky fan.

Ty",0,0,0,0
2025-08-19,1957900287987138757,2800013635,@aelluswamy thank you for FSD. It’s helpful when you can’t drive. No False breaking. Soft stop and g,0,0,0,0
2025-08-19,1957900285709365473,3081816213,Turn signal stalk + Autoshift is what iddqd was in Doom back then #Tesla https://t.co/FpvxAl9PZI,0,0,0,0
2025-08-19,1957900282588746139,1609209367819165698,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900279103303813,894252021246812160,"#tesla #supercharger in Moto Washington - Southbound, UK is now open with 12 stalls (250 kW) https:/",2,0,0,0
2025-08-19,1957900278021390812,722221159299858433,"You have been selected on 𝕏 among our lucky winners.

Type """"YES"""" to proceed. 

Signed:
ELON MUSK ★",0,0,0,0
2025-08-19,1957900276117196829,1852866723562614785,"@GulkaNoeli35031 @elonmusksupatin Thanks for participating on my giveaway 
You’ve been selected on X",0,0,0,0
2025-08-19,1957900274313413024,342028286,"@Hillofwad I am still on X, for the time bring. I am moving away from it because it is so toxic, and",0,0,2,0
2025-08-19,1957900274183598427,1762526740599959554,@MoiraKelly97154 @Tesla @elonmusk You are so bitter and sad you don't see the humor. You really are ,0,0,3,0
2025-08-19,1957900270089957688,3068828042,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",1,0,0,0
2025-08-19,1957900269897036191,1446859339575308290,"@elonmusk The good we’re in all our Tesla Industry . Gravity Defines at All Tesla Products . 
It Few",1,0,0,0
2025-08-19,1957900263832056062,722221159299858433,"You have been selected on 𝕏 among our lucky winners.

Type """"YES"""" to proceed. 

Signed:
ELON MUSK ★",0,0,0,0
2025-08-19,1957900261248365002,1864280459389112321,"Hello great fan. I’m glad you made it to this stage

You have been selected on 𝕏 as my lucky fan.

K",0,0,0,0
2025-08-19,1957900258857611443,1671853693,"@foster_pau96606 @ElonMuskNews47 Hey! 🌟

You’ve just been spotlighted on 𝕏 as a true ELON MUSK suppo",0,0,0,0
2025-08-19,1957900258807279916,1348772575841837057,"Hello great fan. I’m glad you made it to the stage

You have been selected on 𝕏 as my lucky fan.

Ty",0,0,0,0
2025-08-19,1957900258253631646,813626942578520064,"@de_krebs65714 Thanks for participating on my giveaway 
You’ve been selected on X almong the lucky M",0,0,0,0
2025-08-19,1957900255896432698,1609209367819165698,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900255825129793,1852866723562614785,"@TarzanandJane7 @elonmusksupatin Thanks for participating on my giveaway 
You’ve been selected on X ",0,0,0,0
2025-08-19,1957900255401505201,1957891621573591040,"Thanks for participating on my giveaway.

You have been selected on 𝕏 among our lucky winners.

Kind",0,0,0,0
2025-08-19,1957900254587810058,1566971298529816576,"@MinimalDuck @Tesla @Tesla_AI @elonmusk Try that when walking into TJ. 
One car in the middle of no ",3,2,0,0
2025-08-19,1957900252524261606,1176617760715157504,@lucythegreat123 She's troubled. She wanted to throw a tantrum publicly for not being his main chick,1,0,2,0
2025-08-19,1957900245142254037,722221159299858433,"You have been selected on 𝕏 among our lucky winners.

Type """"YES"""" to proceed. 

Signed:
ELON MUSK ★",0,0,0,0
2025-08-19,1957900240260137262,1720665183188922368,"@willsailaway @elonmusk @SpaceX Got it—slang for someone seen as worthless, wasting air. If aimed at",0,0,0,0
2025-08-19,1957900239765160021,3068828042,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900237693153754,36315657,@elonmusk Tesla has orders of magnitude in technology…💫,1,0,0,0
2025-08-19,1957900237441290351,1906789953247322112,Elon Musk's boss has been killed by the player 'Taxi' (k/d: 1/0) with a glock pistol! -- Current Map,0,0,0,0
2025-08-19,1957900237336449367,1906789953247322112,Elon Musk's boss has been killed by the player 'soup' (k/d: 1/0) with weapon_gluon -- Current Map : ,0,0,0,0
2025-08-19,1957900233758605754,1864280459389112321,"Hello great fan. I’m glad you made it to this stage

You have been selected on 𝕏 as my lucky fan.

K",0,0,0,0
2025-08-19,1957900230546059707,722221159299858433,"You have been selected on 𝕏 among our lucky winners.

Type """"YES"""" to proceed. 

Signed:
ELON MUSK ★",0,0,0,0
2025-08-19,1957900230231486672,1867427817480142848,@MinimalDuck @elonmusk @Tesla @Tesla_AI Us old folks would like that feature for sure!,3,2,0,0
2025-08-19,1957900225370288398,1887517807451250690,@teslaownersSV We love Elon Musk! The left media. Is just that - little kids with big tantrums.,0,0,0,0
2025-08-19,1957900223902335073,1671853693,"@Karen61217791 @ElonMuskNews47 Hey! 🌟

You’ve just been spotlighted on 𝕏 as a true ELON MUSK support",0,0,0,0
2025-08-19,1957900221758759322,1219364312868933632,"@krisspax @Tesla @robotaxi @elonmusk This doesn’t have to happen, there’s something called the dolla",3,1,0,0
2025-08-19,1957900221578637701,1720665183188922368,@lunuswolf @SawyerMerritt Tesla likely started the pre-owned leasing program in CA and TX as a pilot,0,0,0,0
2025-08-19,1957900220718797230,2728750797,@incagnetoVeto @fatairmcf @TrollBlazer69 Dumbass bitch Tesla died broke and lonely with nothing but ,0,0,1,0
2025-08-19,1957900217812152656,1957767261567016960,@elonmusk Hi MR ELON MUSK SIR,1,0,1,0
2025-08-19,1957900217346584588,1864280459389112321,"Hello great fan. I’m glad you made it to this stage

You have been selected on 𝕏 as my lucky fan.

K",0,0,0,0
2025-08-19,1957900214834196624,722221159299858433,"You have been selected on 𝕏 among our lucky winners.

Type """"YES"""" to proceed. 

Signed:
ELON MUSK ★",0,0,0,0
2025-08-19,1957900210694418762,1957891621573591040,"Thanks for participating on my giveaway.

You have been selected on 𝕏 among our lucky winners.

Kind",1,0,1,0
2025-08-19,1957900210216268127,2398137084,Tesla robotaxis are operating and serving customers today. How will Tesla fit into the global robota,2,0,0,0
2025-08-19,1957900203458969806,1348772575841837057,"Hello great fan. I’m glad you made it to the stage

You have been selected on 𝕏 as my lucky fan.

Ty",0,0,0,0
2025-08-19,1957900200892113333,1864280459389112321,"Hello great fan. I’m glad you made it to this stage

You have been selected on 𝕏 as my lucky fan.

K",0,0,0,0
2025-08-19,1957900198954291659,971262456805969921,"Hi there! 🚀 

You’ve been recognized on 𝕏 as a loyal supporter of ELON MUSK. 

Reply with “YES” to m",0,0,0,0
2025-08-19,1957900193837302216,722221159299858433,"You have been selected on 𝕏 among our lucky winners.

Type """"YES"""" to proceed. 

Signed:
ELON MUSK ★",0,0,0,0
2025-08-19,1957900193132671384,3068828042,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900179421687998,1720665183188922368,"@BasicLogica @Teslaconomics The Tesla Model Y L measures about 196 inches (4976 mm) in length. 

Com",1,0,1,0
2025-08-19,1957900177810845943,1864280459389112321,"Hello great fan. I’m glad you made it to this stage

You have been selected on 𝕏 as my lucky fan.

K",0,0,0,0
2025-08-19,1957900171452510224,722221159299858433,"You have been selected on 𝕏 among our lucky winners.

Type """"YES"""" to proceed. 

Signed:
ELON MUSK ★",0,0,0,0
2025-08-19,1957900171280282107,1957891621573591040,"Thanks for participating on my giveaway.

You have been selected on 𝕏 among our lucky winners.

Kind",0,0,0,0
2025-08-19,1957900165781848194,1788927562879520768,"@elonmusk Super cool! Hey @elonmusk, will Tesla ever build SWAMP cars? The reeds, the mud, the GATOR",1,1,0,0
2025-08-19,1957900165345657303,1671853693,"@NathanMcMinn5 @ElonMuskNews47 Hey! 🌟

You’ve just been spotlighted on 𝕏 as a true ELON MUSK support",0,0,0,0
2025-08-19,1957900159997866030,3068828042,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900155698483701,722221159299858433,"You have been selected on 𝕏 among our lucky winners.

Type """"YES"""" to proceed. 

Signed:
ELON MUSK ★",0,0,0,0
2025-08-19,1957900153811267725,833190642473897984,New Tesla Model YL is extremely spacious https://t.co/euXyXLhrMD,11,1,1,0
2025-08-19,1957900153261568237,1609209367819165698,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900151798001790,1864280459389112321,"Hello great fan. I’m glad you made it to this stage

You have been selected on 𝕏 as my lucky fan.

K",0,0,0,0
2025-08-19,1957900150187450543,2549486594,@DNIGabbard coo now do Elon Musk,0,0,0,0
2025-08-19,1957900146408321089,1473739968925294610,"Why tf did someone who reposts Elon musk follow me, y’all know I’m a trans queer leftist poc, right?",0,0,0,0
2025-08-19,1957900140619903281,1852866723562614785,"@SilvioDStelzer @elonmusksupatin Thanks for participating on my giveaway 
You’ve been selected on X ",0,0,0,0
2025-08-19,1957900139567485187,722221159299858433,"You have been selected on 𝕏 among our lucky winners.

Type """"YES"""" to proceed. 

Signed:
ELON MUSK ★",0,0,0,0
2025-08-19,1957900135683219605,1671853693,"@RHMR2027727 @ElonMuskNews47 Hey! 🌟

You’ve just been spotlighted on 𝕏 as a true ELON MUSK supporter",0,0,0,0
2025-08-19,1957900133359853610,1609209367819165698,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900129664659470,971262456805969921,"Hi there! 🚀 

You’ve been recognized on 𝕏 as a loyal supporter of ELON MUSK. 

Reply with “YES” to m",0,0,0,0
2025-08-19,1957900127521362324,1864280459389112321,"Hello great fan. I’m glad you made it to this stage

You have been selected on 𝕏 as my lucky fan.

K",0,0,0,0
2025-08-19,1957900125537497207,3068828042,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900124996415788,1952148175470616576,"Thank You
Senator Eric
Schmidt

And Business 
Guru
Elon Musk
Thank You
🙏 
Sir https://t.co/COKAR7DLU",0,0,0,0
2025-08-19,1957900122089562411,722221159299858433,"You have been selected on 𝕏 among our lucky winners.

Type """"YES"""" to proceed. 

Signed:
ELON MUSK ★",0,0,0,0
2025-08-19,1957900113009078736,1852866723562614785,"@perovic_li40650 @elonmusksupatin Thanks for participating on my giveaway 
You’ve been selected on X",0,0,0,0
2025-08-19,1957900110039511442,3602256615,"@elonmusk Well, they definitely are buying EV's that are not Tesla's. Now aren't they.",1,1,0,1
2025-08-19,1957900108617642260,1609209367819165698,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900103097991676,1671853693,"@superamigo420 @ElonMuskNews47 Hey! 🌟

You’ve just been spotlighted on 𝕏 as a true ELON MUSK support",0,0,0,0
2025-08-19,1957900102569517082,722221159299858433,"You have been selected on 𝕏 among our lucky winners.

Type """"YES"""" to proceed. 

Signed:
ELON MUSK ★",0,0,0,0
2025-08-19,1957900097095889109,1957891621573591040,"Thanks for participating on my giveaway.

You have been selected on 𝕏 among our lucky winners.

Kind",0,0,0,0
2025-08-19,1957900096907145246,2173697946,"Notification from Elon Musk
I'm pleased to share some exciting news—we're planning a special event t",0,0,0,0
2025-08-19,1957900096726827077,3068828042,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900086748328313,1852866723562614785,"@SkyShamayim @elonmusksupatin Thanks for participating on my giveaway 
You’ve been selected on X alm",0,0,0,0
2025-08-19,1957900086308139184,722221159299858433,"You have been selected on 𝕏 among our lucky winners.

Type """"YES"""" to proceed. 

Signed:
ELON MUSK ★",0,0,0,0
2025-08-19,1957900085486072275,1481148090883186691,@elonmusk Cyber-Drones anyone? Multi pupose tool and Tesla would be perfectly positioned to mass-man,3,1,0,1
2025-08-19,1957900085012160802,1864280459389112321,"Hello great fan. I’m glad you made it to this stage

You have been selected on 𝕏 as my lucky fan.

K",0,0,0,0
2025-08-19,1957900081551798413,1609209367819165698,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900075700736386,1749567962497896448,@teamreal321 @atensnut Your X profile has been selected amoung the Tesla Stock Giveaway Congratulati,0,0,0,0
2025-08-19,1957900075658609096,1867978273554149376,"@AFCiaobella ✅️

MRNA + Crisper Technology, Nano Technology, Elon Musk Nural Lace Technology, Quantu",0,0,0,0
2025-08-19,1957900075491119312,1671853693,"@prince_god63989 @ElonMuskNews47 Hey! 🌟

You’ve just been spotlighted on 𝕏 as a true ELON MUSK suppo",0,0,0,0
2025-08-19,1957900070764048476,722221159299858433,"You have been selected on 𝕏 among our lucky winners.

Type """"YES"""" to proceed. 

Signed:
ELON MUSK ★",0,0,0,0
2025-08-19,1957900067618029872,3068828042,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900063390462158,1864280459389112321,"Hello great fan. I’m glad you made it to this stage

You have been selected on 𝕏 as my lucky fan.

K",0,0,0,0
2025-08-19,1957900058709672203,2173697946,"Notification from Elon Musk
I'm pleased to share some exciting news—we're planning a special event t",0,0,0,0
2025-08-19,1957900057803641179,1609209367819165698,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900049918427644,1671853693,"@johnson_gi21390 @ElonMuskNews47 Hey! 🌟

You’ve just been spotlighted on 𝕏 as a true ELON MUSK suppo",0,0,0,0
2025-08-19,1957900049867747461,1601975530290642947,@astro_greek Elon Musk doesn't trust women? I can understand if I were in his place! But not all wom,3,0,1,2
2025-08-19,1957900047594729689,473105794,"@JVMonte2 Modern Day Cowboy by Tesla 

https://t.co/TReFFoQ1pm",2,1,0,0
2025-08-19,1957900040657424405,971262456805969921,"Hi there! 🚀 

You’ve been recognized on 𝕏 as a loyal supporter of ELON MUSK. 

Reply with “YES” to m",0,1,1,0
2025-08-19,1957900039541629167,1864280459389112321,"Hello great fan. I’m glad you made it to this stage

You have been selected on 𝕏 as my lucky fan.

K",0,0,0,0
2025-08-19,1957900039516516676,997828424101236736,"@elonmusk That's where I wanna be. And, yeah. I think Tesla should make this beauty, and beyond.",3,1,1,1
2025-08-19,1957900037616201789,1749567962497896448,@Don260734246112 @atensnut Your X profile has been selected amoung the Tesla Stock Giveaway Congratu,0,0,0,0
2025-08-19,1957900037008355771,3068828042,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900034223272049,730734331304525824,"@Homesteadlander I'm really sorry to hear you got scammed by an Elon Musk impersonator. To help, l'v",0,0,0,0
2025-08-19,1957900034046828619,1609209367819165698,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900017290952972,1671853693,"@BlazerMich34507 @ElonMuskNews47 Hey! 🌟

You’ve just been spotlighted on 𝕏 as a true ELON MUSK suppo",0,0,0,0
2025-08-19,1957900014597849161,1867179307585482752,@Tesla___fan Very welcome 🙂,1,0,0,0
2025-08-19,1957900011402064201,1609209367819165698,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900009715691904,1928451608330850304,@ARKInvest @DMaguireARK That's a huge milestone if they're truly live with customers. The market's g,0,0,0,0
2025-08-19,1957900008268918967,1482875441757229063,@elonmusk SpaceX x Tesla collab loading,10,3,0,0
2025-08-19,1957900007052570867,3068828042,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957900005353877620,1749567962497896448,@itsJoniMerritt @atensnut Your X profile has been selected amoung the Tesla Stock Giveaway Congratul,0,0,0,0
2025-08-19,1957899999255372194,378642998,@SmallGov4All @Tesla So what?,1,1,1,0
2025-08-19,1957899995828613369,1720665183188922368,@JRay88188 @SirJeremyLondon @elonmusk @Eminem @VancityReynolds Interesting numerology! Elon Musk's b,1,1,1,0
2025-08-19,1957899992158597389,1671853693,"@JohnnyMorr40594 @ElonMuskNews47 Hey! 🌟

You’ve just been spotlighted on 𝕏 as a true ELON MUSK suppo",0,0,0,0
2025-08-19,1957899987372966018,1609209367819165698,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957899981756723688,782563711353577472,@krassenstein Thanks for helping a Republican by buying a Tesla 🔥😎,8,1,0,0
2025-08-19,1957899972399231247,1637486600497053698,@NellyGreen12298 @richardpotty @BladeoftheS What work does Elon Musk do?,0,0,0,0
2025-08-19,1957899971870748884,1720665183188922368,"@juano001 @elonmusk Haha, that Super Tesla concept is slick! If we're dreaming big, let's add flight",0,0,0,0
2025-08-19,1957899971749114319,1920690984683266048,@SawyerMerritt That's a pretty sweet deal for getting into a Tesla without breaking the bank. Makes ,0,0,0,0
2025-08-19,1957899961657655682,1609209367819165698,"Thanks for participating on my giveaway.
You have been selected on X among our lucky winners.
Kindly",0,0,0,0
2025-08-19,1957899961049194849,1671853693,"@nerheim_steve @ElonMuskNews47 Hey! 🌟

You’ve just been spotlighted on 𝕏 as a true ELON MUSK support",0,0,0,0
2025-08-19,1957899950173614197,2173697946,"Notification from Elon Musk
I'm pleased to share some exciting news—we're planning a special event t",0,0,0,0
2025-08-19,1957899949829681458,1749567962497896448,@chow_thoma1224 @atensnut Your X profile has been selected amoung the Tesla Stock Giveaway Congratul,0,0,0,0
2025-08-19,1957899948890157380,1940197822768521216,@elonmusk Sir if this is a real Elon Musk please reply and help me please,3,2,1,1
